gameId,region,summonerName,tier,rank,wins,losses,win,lane,role,championId,spell1Id,spell2Id,kills,deaths,assists,largestKillingSpree,largestMultiKill,killingSprees,longestTimeSpentLiving,doubleKills,tripleKills,quadraKills,pentaKills,totalDamageDealt,totalDamageDealtToChampions,totalHeal,totalUnitsHealed,damageDealtToObjectives,timeCCingOthers,totalDamageTaken,totalMinionsKilled,goldEarned,goldSpent,visionScore,team-firstBlood,team-firstTower,team-firstInhibitor,team-firstBaron,team-firstDragon,team-firstRiftHerald,team-towerKills,team-inhibitorKills,team-baronKills,team-dragonKills,team-vilemawKills,team-riftHeraldKills
5280034129,kr,관절팔팔씨스팡,BRONZE,I,54,52,True,BOTTOM,DUO_SUPPORT,12,14,4,4,5,18,2,1,1,681,0,0,0,0,31122,11048,9402,5,1683,57,30615,44,10257,9700,67,False,True,True,True,True,False,11,4,2,1,0,0
5271557446,kr,내안에도덕김미현,BRONZE,I,86,98,True,BOTTOM,DUO_CARRY,51,4,7,4,8,12,2,1,2,379,0,0,0,0,100766,12904,3805,2,6713,20,16827,138,11286,9750,19,False,True,True,True,False,True,11,3,1,1,0,2
5280770776,kr,예린아가,BRONZE,I,106,83,True,MIDDLE,SOLO,236,14,4,19,6,2,4,2,5,285,3,0,0,0,205290,36451,2646,1,5027,8,23913,214,15760,13650,8,True,True,True,False,True,True,9,3,0,2,0,1
5217593884,kr,게임이기는방법잊어버린사람,BRONZE,I,40,16,False,TOP,SOLO,114,4,12,3,7,3,2,1,1,494,0,0,0,0,92800,8672,4456,4,2545,12,23948,187,10345,10233,27,False,False,False,False,False,False,3,0,0,0,0,0
5276470931,kr,gojoon,BRONZE,I,12,16,True,NONE,DUO_SUPPORT,141,11,4,7,1,6,5,1,2,477,0,0,0,0,81523,8719,7506,1,4194,4,12260,5,7574,5100,3,True,True,False,False,True,False,1,0,0,1,0,0
5258287927,kr,곧추딱대,BRONZE,I,21,23,False,BOTTOM,DUO_CARRY,13,1,4,3,10,9,2,1,1,1025,0,0,0,0,196251,18879,1676,1,9186,15,28413,217,13238,12450,23,True,True,False,False,False,True,4,0,0,2,0,1
5272967999,kr,PARTY in NUNU,BRONZE,I,5,6,False,NONE,DUO,50,32,4,0,2,0,0,0,0,60,0,0,0,0,299,170,0,0,0,3,1564,0,3908,1400,0,False,False,False,False,False,False,0,0,0,0,0,0
5212590792,kr,믐경길,BRONZE,I,11,9,False,NONE,DUO_SUPPORT,54,4,12,1,3,0,0,1,0,449,0,0,0,0,36392,5709,134,1,0,17,9050,86,4560,3750,6,True,False,False,False,False,False,0,0,0,0,0,0
5276630472,kr,흙다람쥐,BRONZE,I,71,56,True,TOP,SOLO,122,6,4,2,6,6,0,1,0,312,0,0,0,0,60772,6311,1700,1,8171,15,14011,103,6874,6650,9,True,True,False,False,False,True,4,0,0,1,0,1
5258092045,kr,블츠 장인 레오나,BRONZE,I,12,15,False,BOTTOM,DUO_SUPPORT,40,14,4,1,4,10,0,1,0,690,0,0,0,0,35381,8745,3965,6,4004,31,13483,10,7747,6575,29,True,True,True,True,True,True,5,1,1,3,0,1
5200555694,kr,tmdend,BRONZE,I,5,6,False,TOP,SOLO,56,12,4,6,9,4,2,1,2,700,0,0,0,0,167161,13525,6238,1,4228,122,33460,216,12602,11800,18,False,False,False,True,False,True,3,0,1,0,0,1
5274758605,kr,롤이어렵나요,BRONZE,I,29,36,True,BOTTOM,DUO_SUPPORT,25,14,4,1,1,7,0,1,0,1079,0,0,0,0,30183,6482,1854,1,2130,19,6817,33,5461,5050,8,True,True,False,False,True,True,4,0,0,3,0,2
5160201357,kr,A2B6B5B3B8B5A9,BRONZE,I,10,9,False,MIDDLE,SOLO,92,14,4,4,10,6,0,1,0,211,0,0,0,0,54831,13510,2212,1,1314,27,22159,95,7272,6725,9,False,False,False,False,False,False,2,0,0,0,0,0
5279969199,kr,시카고보살,BRONZE,I,20,25,False,TOP,SOLO,266,12,4,22,4,6,11,3,3,715,2,1,0,0,171865,33743,23965,1,10748,33,49119,212,19350,20000,40,True,True,False,True,False,False,4,0,1,0,0,0
5253722219,kr,뚜왈기피자,BRONZE,I,12,3,True,MIDDLE,SOLO,84,14,4,5,3,6,4,1,1,323,0,0,0,0,65536,9966,4439,1,902,0,18244,118,8753,8245,14,True,True,True,False,True,False,7,1,0,2,0,1
5272529898,kr,브준딕,BRONZE,I,4,8,True,MIDDLE,DUO_SUPPORT,238,4,14,7,13,19,4,1,1,417,0,0,0,0,116678,20374,2238,1,1290,6,26584,134,11437,11200,18,True,False,False,False,False,False,7,1,0,2,0,0
5209066917,kr,머머리황,BRONZE,I,17,25,False,TOP,SOLO,517,12,4,1,13,4,0,1,0,238,0,0,0,0,129470,19565,6372,1,4318,26,33485,155,10698,10185,12,False,True,False,False,True,False,9,2,1,2,0,0
5195051826,kr,sharp in Sc7sS3,BRONZE,I,27,33,False,BOTTOM,DUO_SUPPORT,555,14,4,11,9,9,3,2,3,434,1,0,0,0,35964,16022,4473,1,0,32,21047,30,12748,11700,18,True,True,False,False,False,False,2,0,0,0,0,0
5279622767,kr,Black eggrolled,BRONZE,I,13,10,False,NONE,DUO_SUPPORT,35,11,4,0,4,2,0,0,0,328,0,0,0,0,71373,3455,4682,1,2370,12,14790,11,4799,4300,19,False,False,False,False,False,False,0,0,0,0,0,0
5277943750,kr,asdsdfzxc,BRONZE,I,12,10,False,NONE,DUO_SUPPORT,876,32,4,10,11,11,2,2,2,236,1,0,0,0,49982,25186,499,1,644,27,21649,21,12815,11750,0,True,False,False,False,False,False,2,0,0,0,0,0
5246400251,kr,프라이대머리,BRONZE,I,25,32,True,BOTTOM,DUO_CARRY,429,4,1,0,14,4,0,0,0,343,0,0,0,0,124005,11751,1794,1,3468,6,21851,157,9917,8400,20,False,True,True,False,True,True,11,3,0,4,0,2
5208538048,kr,훈택이가옆자리에,BRONZE,I,5,8,False,NONE,DUO_SUPPORT,22,32,4,7,11,17,2,1,1,238,0,0,0,0,27390,13267,255,1,785,34,18423,25,10664,10400,0,True,True,False,False,False,False,1,0,0,0,0,0
5281114551,kr,블루잘안줌,BRONZE,I,7,12,False,MIDDLE,SOLO,105,4,14,15,3,7,12,3,2,1719,2,1,0,0,169430,27907,5128,1,2217,13,18657,220,15639,13925,28,False,True,False,False,False,False,6,0,0,3,0,0
